,url,title,description,cat1,cat2,cat3
111,https://www.tourismevalenciennes.fr/agenda/catch-impro-4357404,Catch'Impro - Aulnoy-lez-Valenciennes,"CATCH'IMPRO

Dimanche 19 novembre 2023 à 16h - Espace culturel Les Nymphéas 

Tarif : 8€/4€/0€ / Durée : 1h15 / A partir de 9 ans",Théatre,Spectacle,
223,https://www.tourismevalenciennes.fr/agenda/15eme-salon-international-de-la-bd-2022-3845205,16ème Salon international de la BD 2023 - Anzin,"La 16ème affiche du salon international de la BD à Valenciennes se dévoile ! 

Rendez-vous les 18 et 19 novembre 2023 à la cité des congrès pour découvrir plus de 60 auteurs. L'occasion de découvrir Achdè, l'auteur de Lucky Luke évidemment, mais aussi Daniel Kox (Agent 212), Jean Bastide (Boule et Bill), Bill Morrison (Les Simpson), Z.D. (Space Punch), Pierre Alary (Gone with the Wind), Olivier Andrieu (Iznogoud), Ivo Milazzo (Les chemins de la liberté)...",Exposition,Culture,Famille
112,https://www.tourismevalenciennes.fr/tourisme-d-affaires-agenda/next-festival-spelling-spectacle-4371575,Next Festival : Spelling spectacle - Valenciennes,"Spectacle ""Spelling Spectacle""
avec Ingrid Berger Myhre

Les 24 et 25 novembre 2023 à l'Espace Pasolini (dès 15 ans)

Chez Ingrid Berger Myhre, la danse se mue en voyage vers l’inattendu. Après un premier spectacle poétique sur la relation entre le langage et la danse, la chorégraphe norvégienne invite à une croisière sur les rives de la logique.

Avec le lien entre l’action et le langage comme fil conducteur, nous nous laissons conduire d’îlots de logique en scènes de la vie courante. En terres inconnues, les trois interprètes découvrent de nouvelles conséquences et possibilités à leurs gestes. Elles explorent, d’une scène à l’autre, un terrain de jeu à mi-chemin entre le réel et l’imaginaire, simplement guidées par des raisonnements logiques et des associations d’idées.

Une programmation de l’Espace Pasolini",Spectacle,Danse,Festival
225,https://www.tourismevalenciennes.fr/agenda/next-festival-jesus-est-sur-tinder-4371576,Next Festival : Jésus est sur Tinder - Valenciennes,"Spectacle de danse ""Jésus est sur Tinder"" 
avec Rodrigo García

dans le cadre du NEXT Festival 

100% famille dès 14 ans

L’Argentin qui a si souvent fait trembler la scène contemporaine est de retour. Avec lui, trois interprètes affranchis des codes théâtraux, une guitare sans sons de guitare et un titre en référence à l’omniprésence de Jésus.

Il a fait tuer des homards, tondre des femmes, bisquer la chrétienté et déverser des kilos de bouffes sur des corps nus. Puis il a dirigé un Centre Dramatique National français. Quelque peu lassé des plateaux depuis, Rodrigo García écrit beaucoup et fait un spectacle quand ça lui chante. Celui-ci réunit dans un même monde des comédiens mûs par leurs intentions vitales, un musicien iconoclaste et la figure de Jésus. Parce que « le Christ est sur Tinder puisqu’on tient pour acquis qu’il est partout ». Vous en jugerez autour d’une motocross pleine de boue et d’une guitare préparée.",Spectacle,Danse,Festival
113,https://www.tourismevalenciennes.fr/agenda/rencontre-latour-stengers-4371578,Rencontre Latour-Stengers - Valenciennes,"Rencontre Citéphilo ""Latour-Stengers"" un double vol enchevêtré

Samedi 25 novembre 2023 à 15h30 au phénix

Certaines grandes amitiés ont marqué l’histoire de la philosophie. À n’en pas douter, celle qui unit Bruno Latour et Isabelle Stengers est de celles-là, depuis plus de trente ans

Latour et Stengers ont le même point de départ, qui restera au centre de leurs oeuvres : les pratiques scientifiques qui font la fierté de notre modernité. Pourquoi nous, soi-disant modernes, nous définissons-nous comme ceux qui savent alors que les autres seraient condamnés à croire ? Cette question les a amenés à partager la même préoccupation : comment comprendre et vivre dans ce que Latour appelle le « nouveau régime climatique », et Stengers un « temps de débâcle »? Elle dialoguera avec Philippe Pignarre, leur éditeur commun, essayiste, et Nicolas Truong, journaliste au Monde, auteur du grand entretien avec Bruno Latour réalisé en 2021 pour Arte.

Dans le cadre de Citéphilo, du Next Festival et des rencontres du spectacle vivant en Haut-de-France",Conférence,Culture,Festival
227,https://www.tourismevalenciennes.fr/agenda/next-festival-indoor-weather-4371581,Next Festival : Indoor Weather - Valenciennes,"Spectacle ""Indoor Weather""
avec Ezra Veldhuis & Bosse Provoost

Dans le cadre du NEXT Festival

Et si le théâtre devenait un écosystème futuriste ? Un jeu mystérieux anime lumière, son et cintres mis au même niveau que les performeurs humains. Entre performance et installation, une expérience contemplative.

Des individus déambulent sur un plateau vide : l’un semble danser en réaction aux phénomènes qui l’entourent, d’autres sondent l’espace comme des chercheurs de métaux, une dernière récite les poèmes de l’autrice danoise Inger Christensen. Autour d’eux, l’appareil théâtral s’agite : cintres, sons, lumières, ventilation et accessoires techniques proposent leur propre ballet autour de ces figures humaines. L’action d’Indoor Weather (la « météo intérieure ») ne dit jamais son nom et ne hiérarchise pas les présences sur scène. 
Ici la composition visuelle et chorégraphique agit selon ses propres règles tout en se soumettant à votre imagination.",Théatre,Festival,
114,https://www.tourismevalenciennes.fr/agenda/ballet-bar-4358349,Ballet Bar - Aulnoy-lez-Valenciennes,"BALLET BAR

vendredi 1er décembre 2023 à 20h - Espace culturel Les Nymphéas 

Tarif : 8€/4€/0€ / Durée : 1h / A partir de 6 ans",Danse,,
229,https://www.tourismevalenciennes.fr/agenda/live-entre-les-livres-concert-4345676,Live entre les livres : concert - Valenciennes,"Live entre les livres : concert 
 
Samedi 2 décembre à 16h30
Durée : 45 mn
Jauge : 20

Charlotte Dubois et Black Adopo s’associent pour un concert surprenant qui allie la douceur fragile du thérémine avec l’énergie rythmique du beatbox.

Réservation gratuite au préalable sur www.tourismevalenciennes.fr",Concert,,
115,https://www.tourismevalenciennes.fr/agenda/musique-classique-et-sacree-4375919,Musique classique et sacrée - Valenciennes,"Musique classique et sacrée interprétée par Ivan Rebroff 

Commentaires de Dominique Delvallée",Spectacle,Concert,
231,https://www.tourismevalenciennes.fr/agenda/concert-travelling-4371585,Concert Travelling - Valenciennes,"Spectacle de musique ""Travelling""
avec Baptiste Trotignon & Michel Supéra

Mardi 5 décembre 2023 à 20h au phénix (dès 10 ans)

Certaines grandes amitiés ont marqué l’histoire de la philosophie. À n’en pas douter, celle qui unit Bruno Latour et Isabelle Stengers est de celles-là, depuis plus de trente ans

Latour et Stengers ont le même point de départ, qui restera au centre de leurs oeuvres : les pratiques scientifiques qui font la fierté de notre modernité. Pourquoi nous, soi-disant modernes, nous définissons-nous comme ceux qui savent alors que les autres seraient condamnés à croire ? Cette question les a amenés à partager la même préoccupation : comment comprendre et vivre dans ce que Latour appelle le « nouveau régime climatique », et Stengers un « temps de débâcle »? Elle dialoguera avec Philippe Pignarre, leur éditeur commun, essayiste, et Nicolas Truong, journaliste au Monde, auteur du grand entretien avec Bruno Latour réalisé en 2021 pour Arte.

Dans le cadre de Citéphilo, du Next Festival et des rencontres du spectacle vivant en Haut-de-France",Concert,Spectacle,
116,https://www.tourismevalenciennes.fr/agenda/david-voinson-4363492,David Voinson - Anzin,"DAVID VOINSON

VENDREDI 8 DÉCEMBRE 2023 - 20H00

SALLE WATTEAU de la Cité des Congrès valenciennes
 

Malgré son air sûr de lui, David se demande s’il ne rate pas l’essentiel. Profiter de sa vie de célibataire ou trouver le grand amour ?

Sans cesse à la croisée des chemins, il explore au fil du spectacle, les contradictions de sa génération. Il manie avec humour son rapport au monde et aux autres à travers ses potes, les soirées, sa famille mais surtout les filles. Comment leur plaire ? Comment les comprendre ? Comment ne pas passer pour un gros charo ? C’est le dilemme qu’il entretient. A seulement 25 ans, il est la star montante de l’humour et accumule des millions d’abonnés et de vues sur les réseaux, où son personnage de la blonde est déjà culte. N’attendez plus, et foncez voir le premier spectacle de David Voinson !",Spectacle,Théatre,
233,https://www.tourismevalenciennes.fr/agenda/festival-ocyto-dans-les-bois-4371586,Festival Ocytô : Dans les Bois - Valenciennes,"Spectacle de marionnettes ""Dans les bois""
avec Charlotte Bouriez et la Compagnie Artra

Dans le cadre du festival jeune public Ocytô et la Cie Zapoï

samedi 09 décembre 2023 au phénix
100% famille dès 1 an

Au son du violoncelle, s’animent cerf, renard, papillon et autres animaux des sous-bois. S’installe une balade sensorielle et poétique à destination des tout-petits. Une bulle imaginaire à explorer en douceur.

Quelque chose remue derrière le tronc d’un arbre, et voilà que surgit le hibou et ses grands yeux ronds. Le violoncelle annonce l’arrivée d’un grand cerf majestueux, puis laisse place à la chute délicate d’une feuille d’arbre. Pièce musicale et marionnettique, Dans les bois combine le chant et l’instrument, le mouvement et la manipulation pour offrir aux plus jeunes une rencontre privilégiée avec les discrets occupants de nos forêts.",Spectacle,Famille,
117,https://www.tourismevalenciennes.fr/agenda/festival-ocyto-a-poils-4371592,Festival Ocytô : A Poils - Valenciennes,"Spectacle de danse ""A Poils""
avec Alice Laloy et La Compagnie S’appelle Reviens

Dans le cadre du festival jeune public Ocytô 
En partenariat avec Le Gymnase CDCN Roubaix Hauts-de-France
100% famille dès 4 ans

Les 13 décembre 2023 à 17h au phénix

Durée 40min

L’improbable et l’inattendu dans les rencontres, c’est le sel de la vie. Grâce à la douceur et la fantaisie des poils, les mondes apparemment les plus éloignés des grands et des petits se fondent. Un conte contemporain sensible et facétieux !

Dans une salle de théâtre, trois hommes curieusement barbus et chevelus rangent du matériel, indifférents aux regards des enfants sur les gradins. Des clameurs de guitares électriques s’élèvent et, comme par enchantement, les objets s’échappent des caisses, les marmots rejoignent le plateau, des poils bariolés poussent sur le corps des adultes et finissent par recouvrir tout l’espace. Dans ce cocon, créatures velues et enfants s’attèlent à construire un autre monde, plein de tendresse.",Théatre,Spectacle,
235,https://www.tourismevalenciennes.fr/agenda/gabor-et-les-chapeaux-rouilles-4377231,Gabor et les chapeaux rouillés - Petite-Forêt,"Spectacle ""𝗚𝗮𝗯𝗼𝗿 𝗲𝘁 𝗹𝗲𝘀 𝗖𝗵𝗮𝗽𝗲𝗮𝘂𝘅 𝗥𝗼𝘂𝗶𝗹𝗹𝗲́𝘀""

Le 13 décembre 2023, venez découvrir un spectacle musical, familial et fantastique à l'Espace Culturel Barbara de Petite-Forêt !

Dans un monde où toute forme de vie semble avoir disparu, Gabor, personnage solitaire et fantastique, doit terminer la construction d’une machine appelée « Harmonie ». C’est elle qui doit lui permettre de retrouver l’Humanité. Aidé de ses amis (imaginaires ?), les chapeaux rouillés, il poursuit sa mission en chantant, au cours d’un voyage féérique où le public est d’abord embarqué clandestinement. Mais avec des étoiles plein les yeux et des rêves plein la tête, on finit forcément par se retrouver… éveillés, émerveillés !

𝗜𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 𝗽𝗿𝗮𝘁𝗶𝗾𝘂𝗲𝘀 :
13 décembre 2023 à 15h
dès 4 ans
Un spectacle organisé par le Théâtre d'Anzin Hors Les Murs by Valenciennes Métropole
à l'Espace Culturel Barbara Petite-Forêt",Spectacle,Concert,Famille
118,https://www.tourismevalenciennes.fr/agenda/festival-ocyto-le-petit-b-4371590,Festival Ocytô : le petit B - Valenciennes,"Spectacle de danse ""le petit B""
avec Marion Muzac

Dans le cadre du festival jeune public Ocytô 
En partenariat avec Le Gymnase CDCN Roubaix Hauts-de-France
100% famille dès 1 an

Les 12 et 13 décembre 2023 au phénix

Durée 25min

Au son du violoncelle, s’animent cerf, renard, papillon et autres animaux des sous-bois. S’installe une balade sensorielle et poétique à destination des tout-petits. Une bulle imaginaire à explorer en douceur.

Quelque chose remue derrière le tronc d’un arbre, et voilà que surgit le hibou et ses grands yeux ronds. 
Le violoncelle annonce l’arrivée d’un grand cerf majestueux, puis laisse place à la chute délicate d’une feuille d’arbre. Pièce musicale et marionnettique, Dans les bois combine le chant et l’instrument, le mouvement et la manipulation pour offrir aux plus jeunes une rencontre privilégiée avec les discrets occupants de nos forêts.",Spectacle,Concert,
237,https://www.tourismevalenciennes.fr/agenda/complicites-familiales-4371602,Complicités familiales ! - Valenciennes,"Musique baroque à l'Avant-Scène du phénix

""Complicités familiales !""
avec Myriam et Gabriel Rignol

Samedi 16 décembre 2023 à 19h

Aux XVIIe et XVIIIe siècles, chez la famille Couperin, la famille Marais, la famille Rebel ou encore la famille Boesset, c’est musique à tous les étages ! C’est un peu la même chose dans la famille Rignol…

Avec des parents flûtiste et pianiste, Myriam et Gabriel sont habitués depuis leur plus jeune âge à parler en musique et à exprimer par le truchement de leurs instruments tout ce que les mots ont du mal à véhiculer avec autant de pertinence, de douceur, de profondeur. Entrez dans leur conversation musicale intime, entre questions métaphysiques et légèreté d’une joie de vivre intense.",Concert,,
119,https://www.tourismevalenciennes.fr/agenda/festival-ocyto-des-chimeres-dans-la-tete-4371601,Festival Ocytô : Des chimères dans la Tête - Valenciennes,"Spectacle de danse ""Des chimères dans la tête
Sylvain Groud, Françoise Pétrovitch et Hervé Plumet

Dans le cadre du festival jeune public Ocytô 
En partenariat avec Le Gymnase CDCN Roubaix Hauts-de-France
100% famille dès 8 ans

Le 16 décembre 2023 au phénix

Durée 55 min

Quel enfant n’a pas rêvé que les personnages de dessin s’animent et sortent de la feuille blanche ? Le chorégraphe Sylvain Groud et la plasticienne Françoise Pétrovitch donnent vie à cet imaginaire débordant.

Sur un grand écran, d’étranges créatures sont projetées : ici, c’est un renard rouge vif. Là, un oiseau avec un corps de lapin. Soudain, une jambe, un bras, un orteil dépassent de la toile de projection, prolongeant sur scène le corps de ces monstres virtuels. C’est la deuxième fois que la plasticienne Françoise Pétrovitch, réputée pour ses lavis – une peinture diluée dans des étendues d’eau –, collabore avec le chorégraphe Sylvain Groud, directeur du Ballet du Nord. 
Des Chimères dans la tête est un spectacle en chair et en danse, libre évocation des images mentales qui peuplent l’esprit fantasque d’un enfant.",Spectacle,Famille,Théatre
239,https://www.tourismevalenciennes.fr/agenda/concerto-pour-deux-clowns-4358351,Concerto pour deux clowns - Aulnoy-lez-Valenciennes,"CONCERTO POUR DEUX CLOWNS

dimanche 17 décembre 2023 à 16h - Espace culturel Les Nymphéas 

Tarif unique : 3€ / Durée : 1h10 / A partir de 8 ans",Concert,Famille,
120,https://www.tourismevalenciennes.fr/agenda/delires-de-noel-4358353,Délires de Noël - Aulnoy-lez-Valenciennes,"DÉLIRES DE NOËL

dimanche 17 décembre 2023 de 17h à 19h - Rue Jules Chevalier 

Gratuit / Durée : 2h / Tout public",Spectacle,Famille,
241,https://www.tourismevalenciennes.fr/agenda/marche-de-noel-electronique-4371605,Marché de Noël électronique - Valenciennes,"""Marché de Noël électronique #4""

Art Zoyd Studios présente son Quatrième Marché de Noël électronique au phénix.

Le 19 décembre 2023 à 20h

En streaming durant les deux premières éditions, en live pour la seconde fois, Art Zoyd Studios propose une programmation internationale de musique électronique ! Le principe : des courtes pièces solo de vingt minutes, une proximité et des échanges avec les musiciens. Le tout, dans une ambiance de fêtes de fin d’année avec vin chaud et pains d’épices.

Gratuit sur réservation",Concert,,
121,https://www.tourismevalenciennes.fr/agenda/conference-sur-le-complotisme-4345679,Conférence sur le complotisme - Valenciennes,"Conférence sur le complotisme

Mercredi 20 décembre à 16h
Durée : 2h
Jauge : 30x

S’il n’est pas nouveau, le complotisme est devenu un phénomène de masse avec l’essor d’internet et des réseaux sociaux. Sylvain Delouvée, maître de conférence en psychologie sociale, vous aide à mieux appréhender ce phénomène pour s’en préserver et mieux accompagner les jeunes",Conférence,,
243,https://www.tourismevalenciennes.fr/agenda/fantastik-4371604,Fantastik - Valenciennes,"Magie Nouvelle avec ""FANTASTIK""
de Viktor Vincent

les 19 et 20 décembre 2023 à 20h au phénix

100% famille dès 8 ans

Mentaliste connu du petit écran, Viktor Vincent débarque au Phénix avec sa moustache de Sherlock Holmes et ses impeccables costumes british pour un étonnant voyage dans le temps.

Plongée dans le New York des années 1920 ou rencontre mystique avec les grands noms du XIXème siècle : le mentaliste Viktor Vincent crée par son art des ponts entre le passé et le présent. Pour sa nouvelle création Fantastik, il convie les spectateurs volontaires à un voyage en train, pour le moins déroutant, au cours duquel les notions d’identité et de réel n’auront plus rien d’évident. Participants actifs ou simples observateurs, ce seul-en-scène interactif risque bien de bousculer les perceptions du premier jusqu’au dernier rang.",Spectacle,Théatre,
122,https://www.tourismevalenciennes.fr/agenda/thomas-delor-trio-4373234,Thomas Delor Trio - Valenciennes,"Concert à l'Avant-Scène du phénix ""Thomas Delor Trio""
avec Thomas Delor, Georges Correia, Simon Martineau

Jeudi 18 janvier 2024 à 20h au phénix 

Avec Simon Martineau à la guitare et Georges Correia à la contrebasse, le trio porté par Thomas Delor souffle un vent de fraîcheur dans le paysage jazz. Rare batteur en leader de formation, le compositeur poursuit la démonstration des capacités sous-estimées de son instrument.",Concert,,
245,https://www.tourismevalenciennes.fr/agenda/maestro-george-benjamin-4373236,Maestro George Benjamin - Valenciennes,"Concert ""Maestro George Benjamin""
avec l'Orchestre National de Lille

Vendredi 19 janvier 2024 à 20H au phénix

De l’impressionniste Debussy au très contemporain György Ligeti, George Benjamin se fait l’interprète d’un répertoire en mouvement. Une soirée symphonique orchestrée par un génie de la musique unanimement célébré.

Lui-même compositeur, George Benjamin rend hommage aux grands noms du répertoire moderne et contemporain qui l’ont inspiré. Le Britannique formé au Conservatoire de Paris interprète La Mer de Debussy, Les Offrandes Oubliées du très spirituel Olivier Messiaen ainsi que Lontano du plus expérimentateur György Ligeti. Une de ses dernières créations, Concerto pour orchestre, est aussi au programme.",Concert,,
123,https://www.tourismevalenciennes.fr/agenda/hermani-on-air-4373238,Hermani on air - Valenciennes,"Spectacle théâtre/radio ""Hernani on air""
avec la Cie Des Petits Pas dans les Grands

Jeudi 25 janvier 2024 à 20h

Et si des héroïnes de tragédies se confiaient dans un podcast ? Hernani on air invite à la radio le personnage star de Victor Hugo, Doña Sol. Munis de casques, les spectateurs suivent un direct où se télescopent alexandrins et langue contemporaine.

Casque sur les oreilles, micro sous le nez, plusieurs intervenants débattent autour d’une table ronde. La présentatrice annonce le thème de son émission : « Les femmes sont-elles maîtresses de leur propre vie amoureuse ? » Promise à son oncle, harcelée par un roi abusant de son pouvoir, amoureuse d’un vagabond, la mythique Doña Sol témoigne la première. Audrey Bonnefoy transpose le classique de Victor Hugo dans des locaux de radio et amplifie la parole féminine.",Théatre,Spectacle,
247,https://www.tourismevalenciennes.fr/agenda/goldmen-4096630,GOLDMEN - Anzin,"GOLDMEN

Vendredi 2 Février 2024 - 20h30

La NEF - Cité des Congrès Valenciennes

Plébiscité par les milliers de fans et adoubé par les médias, GOLDMEN écume les scènes en défendant fièrement le répertoire de Jean-Jacques GOLDMAN.

Porté par Alain Stevez, véritable miroir vocal du chanteur iconique, GOLDMEN redonne vie sur scène, aux titres qui ont marqué les années 1980 à 2000 et que le public connaît par cœur.

« C’est troublant, c’est impressionnant » - France 2
« Alain ne fait pas que chanter les chansons de son idole, il les incarne » - TF1
« Objectivement, foncez : eux, ils sont supers bons » - Eric Jean Jean / RTL
« GOLDMEN, c'est Goldman sans Jean-Jacques. Gros son, exécution technique irréprochable, enthousiasme [...] l'illusion est parfaite » - Le Monde
Un concert 100% live et 100 % tubes où chacun peut fredonner ses refrains préférés depuis « Envole-moi » en passant par « Encore un matin » ou autre « Il suffira d’un signe ».",Concert,,
124,https://www.tourismevalenciennes.fr/agenda/motion-passage-4373240,Motion (Passage) - Valenciennes,"Spectacle de danse ""Motion (Passage)""
avec Brahim Bouchelaghem et la Compagnie Zahrbat

Vendredi 2 février 2024 à 20H

Pause, replay et lecture accélérée : depuis une scène transformée en écran de smartphone, huit jeunes danseurs rodés aux battles déploient en solo ou en groupe l’éclectisme des danses hip-hop.

À l’heure des reels, stories et autres formats banalisés sur les réseaux sociaux, les coups de cœur se partagent volontiers par écrans interposés. Sur une scène de 7 mètres sur 7, le chorégraphe Brahim Bouchelaghem invite huit jeunes artistes de break à reproduire en live les séquences de hip-hop que l’on peut croiser dans nos fils d’actu. Grâce à l’installation vidéo projetée depuis le sol, l’espace de la scène glisse du plein écran au scrolling, du slow motion au défilé d’images stroboscopique.",Danse,Spectacle,
249,https://www.tourismevalenciennes.fr/agenda/une-vie-sur-mesure-4358354,Une vie sur mesure - Aulnoy-lez-Valenciennes,"UNE VIE SUR MESURE

samedi 3 février 2024 à 20h - Espace culturel Les Nymphéas 

Tarifs : 8€/4€/0€ / Durée : 1h20 / A partir de 7 ans",Concert,Spectacle,
125,https://www.tourismevalenciennes.fr/agenda/l-enfant-brule-4373241,L'enfant brûlé - Valenciennes,"Spectacle de théâtre ""L’enfant brûlé""
avec Noëmie Ksicova, Stig Dagerman et la Compagnie Ex-Oblique

Les 08 et 09 février 2024 à 20h au phénix

“Comment rester vivant. Est-ce que pour devenir un adulte il faut renoncer ?” En adaptant le roman trouble de Stig Dagerman, Noëmie Ksicova convoque l’idéal de l’enfance perdue, les ravages de la passion et l’amour comme réparation d’une absence.

Un horizon blanc sans fin. La perte brutale d’une mère. La douleur immense du fils et son père épris d’une autre. Cette dernière prendra peu à peu une place primordiale. Dans ces relations ambivalentes vont se télescoper l’amour, la haine, la jalousie et la violence. Avec cette œuvre, Noëmie Ksicova met en scène l’inavouable, moins étranger que l’on ne voudrait se l’imaginer. Après la création de Loss au Phénix, elle creuse sa voie dans un théâtre sensible à l’écoute de notre intimité la plus profonde.",Théatre,Spectacle,
251,https://www.tourismevalenciennes.fr/tourisme-d-affaires-agenda/die-erdfabrick-4373242,Die Erdfabrick - Valenciennes,"Spectacle d'Opéra ""Die Erdfabrik""
(La Fabrique de la terre)
avec Georges Aperghis

Mercredi 14 février 2024 à 20h au phénix

Quand le grand compositeur contemporain, Georges Aperghis, s’intéresse au territoire minier, il s’enfouit dans ses profondeurs. Entre concert et installation vidéo, Die Erdfabrik descend au coeur de la terre dans un saisissant jeu d’ombres et de lumières.

Lorsque le festival de la Ruhr Triennale sollicite Georges Aperghis pour écrire une nouvelle oeuvre, il se passionne pour l’histoire du bassin minier, du paysage industriel jusqu’au coeur du sous-sol où le matériau brut fait écho aux couches du vivant constitué depuis la nuit des temps. Installés au sein d’un dispositif, intimiste, 5 artistes – aux instruments parfois insolites – interprètent un voyage musical explorant l’obscurité et ses surprises. Insomnie et monstres imaginaires sortis d’une roche prennent vie grâce aux dessins des films d’animation de Jeanne Apergis.

En coréalisation avec l’Opéra de Lille",Concert,Spectacle,
126,https://www.tourismevalenciennes.fr/agenda/pourquoi-mon-pere-ne-m-a-pas-appris-l-arabe-4373243,Pourquoi mon père ne m’a pas appris l’arabe - Valenciennes,"Spectacle de théatre ""Pourquoi mon père ne m’a pas appris l’arabe""
avec Sarah Mordy et la Compagnie ABRI ANIMA

Jeudi 15 février 2024 à 20h au phénix

À 35 ans, Lina se retrouve propulsée dans un passé familial aussi opaque que terrifiant. Entre traumatismes intimes et histoire politique censurée, la pièce de Sarah Mordy ouvre la boîte de pandore de l’indépendance marocaine.

Au décès de son père qu’elle croyait mort depuis longtemps, Lina investit la maison dont elle hérite. Une pièce secrète, « Le Cabinet rouge », renferme une mémoire familiale hantée par les tortures, les assassinats, les disparitions, l’exil et la clandestinité. Une toile de non-dits où apparaissent des fantômes bien réels. À travers cette autofiction, mise en scène dans un huis-clos aux cloisons mouvantes, Sarah Mordy détricote l’impact de l’histoire politique du Maroc sur les parcours intimes.",Théatre,,
253,https://www.tourismevalenciennes.fr/agenda/bibliotron-4358355,Bibliotron - Aulnoy-lez-Valenciennes,"BIBLIOTRON

Samedi 17 février 2024 à 14h30 - Espace culturel Les Nymphéas 

Gratuit (dans la limite des places disponibles) / Durée 35min / A partir de 7 ans",Spectacle,Famille,
127,https://www.tourismevalenciennes.fr/agenda/clelya-abraham-quartet-4373244,Clelya Abraham Quartet - Valenciennes,"Concert de jazz à l'Avant-Scène ""Clelya Abraham Quartet""
Clélya Abraham, Antonin Fresson, Laurent-Emmanuel « Tilo » Bertholo,
Samuel F’hima

Mercredi 21 février 2024 à 20h au phénix

Figure emblématique de la nouvelle scène du jazz français, née dans une famille d’instrumentistes et de producteurs, Clelya Abraham n’a pas peur d’improviser : chacun de ses concerts raconte une histoire inédite. Brillante, la musicienne intègre de nombreux groupes dont Crafting Quintet. Dans son premier album solo, La Source, la jeune guadeloupéenne fait honneur à son héritage afro-caribéen.",Concert,,
255,https://www.tourismevalenciennes.fr/agenda/les-raisins-de-la-colere-4373246,Les raisins de la colère - Valenciennes,"Spectacle de théâtre ""Les raisins de la colère""
Hugo Roux | John Steinbeck et la Compagnie Demain dès l’Aube

Jeudi 22 février 2024 à 20h au phénix

Suite à une catastrophe, une famille de travailleurs de la terre est forcée à l’exil. A partir de ce roman majeur du XXe siècle disséquant la violence du capitalisme, Hugo Roux réhabilite la colère salvatrice, celle qui libère.

Quand le sol est épuisé, les migrations débutent. Cette épopée, vécue par plusieurs générations dans l’Amérique de la Grande Dépression, préfigure un avenir déjà présent pour une partie de l’Humanité.
La mise en scène donne la parole à ceux qui ne l’ont pas, à ceux qui sont transformés intimement par l’apport de leur force de travail à un système oppressif. A l’heure où la terre meurt, le sentiment d’injustice et la conscience de classe s’aiguisent. La colère, séditieuse, se cultive.",Théatre,,
128,https://www.tourismevalenciennes.fr/agenda/music-for-two-4373250,Music for two - Valenciennes,"Concert à l'Avant-Scène du phénix ""Music for two""
avec Alice Julien-Laferrière et Mathilde Vialle

Samedi 24 février 2024 à 19h au phénix

Le Duo Coloquintes puise dans le répertoire virtuose des virginalistes anglais du XVIIe siècle, et propose des transcriptions inédites pour une viole et un violon de ce répertoire initialement écrit pour clavier.

Jouées à la Cour élisabéthaine puis à la maison Stuart, les œuvres de ce concert se suivent en une alternance réfléchie de moments fiers, souvent très dansants ou doux, voire tout à fait caressants. Aux côtés des pièces extraites du Fitzwilliam Virginal Book on y entendra les Captaine Humes Lamentations du violiste Tobias Hume et des variations sur John come kisse me now de Thomas Baltzar, extraites des fameux recueils de Playford. Des transcriptions fascinantes aux multiples couleurs.",Concert,,
257,https://www.tourismevalenciennes.fr/agenda/chapeau-la-mer-4358357,Chapeau la mer - Aulnoy-lez-Valenciennes,"CHAPEAU LA MER

mercredi 28 février 2024 à 10h30 et 15h - Espace culturel Les Nymphéas 

Tarif unique : 3€ / Durée : 45min / A partir de 3 ans",Spectacle,Famille,
129,https://www.tourismevalenciennes.fr/agenda/thomas-vdb-s-acclimate-4373252,Thomas VDB s’acclimate - Valenciennes,"Spectacle d'humour ""Thomas VDB s’acclimate""
avec Thomas VDB

Vendredi 1er mars 2024 à 20h au phénix (dès 14 ans)

Humoriste, journaliste musical, chroniqueur radio ou encore comédien, Thomas VDB est un joyeux touche-à-tout qui pointe les travers de notre époque avec un bon fou rire. Cette fois, son regard décalé et absurde passe au crible les petites habitudes du quotidien comme les effets du changement climatique.

« J’ai grandi dans les années 80, une époque où on pensait encore que le pire était derrière nous. Je regardais Annie Cordy à la télé avec mes parents et je me disais “On est sains et saufs ! Si elle chante Tata Yoyo, y a pas de problème grave ! On risque pas de mourir tout de suite !” Aujourd’hui, je regarde les infos et… »

Thomas VDB s’adapte aux temps nouveaux. Heureusement, il continue de nous régaler avec beaucoup d’autodérision. Délicieusement déculpabilisant

Une proposition Théâtre Anzin Valenciennes Métropole",Spectacle,Théatre,
259,https://www.tourismevalenciennes.fr/agenda/laura-laune-glory-alleluia-4310108,LAURA LAUNE - GLORY ALLELUIA - Valenciennes,"Après une première tournée triomphale de plus de 500 représentations à guichets fermés, Laura Laune fait son grand retour sur scène avec un nouveau spectacle plus attendu que jamais. Une noirceur assumée, une écriture percutante, un univers trash et sans limites : la réputation de l’ange de l’humour noir n’est plus à faire. Sur fond de dénonciation et à travers les sujets les plus sensibles, l’humoriste belge repousse encore et toujours les frontières de l’irrévérence avec finesse et second degré, dans un seul en scène très personnel.


*Spectacle déconseillé aux moins de 16 ans*",Spectacle,Théatre,
